6400 64000
22 3548 50
22 3648 43
22 3873 60
22 4587 37
22 4629 33
22 5716 33
22 6193 59
23 139 31
23 540 29
23 1617 93
23 1744 15
23 1836 52
23 1850 87
23 1975 79
23 1984 50
23 2554 95
23 2595 15
23 2690 92
23 2814 16
23 2854 19
23 3044 63
23 3532 23
23 3763 41
23 3782 91
23 4479 66
23 5066 84
23 5276 27
23 5336 30
23 5342 49
23 5371 64
23 5548 79
23 5752 35
23 5888 77
24 271 64
24 417 16
24 511 30
24 1158 67
24 1381 75
24 1419 43
24 1698 51
24 2083 21
24 2227 34
24 2764 56
24 3813 8
24 4103 49
24 4173 95
24 4922 58
24 5786 45
24 6050 67
25 894 55
25 1560 35
25 1746 39
25 1887 3
25 2577 7
25 2706 24
25 3123 38
25 3512 99
25 3731 22
25 4289 99
25 4540 14
25 4744 80
25 4775 51
25 4979 84
25 5142 89
25 5587 65
25 5737 93
25 5918 33
25 5939 40
25 5954 95
25 5968 72
25 6035 81
25 6224 85
26 160 98
26 501 84
26 537 92
26 700 45
26 717 88
26 891 85
26 961 98
26 1445 8
26 1548 47
26 1686 8
26 1910 81
26 2245 79
26 2594 61
26 2655 66
26 3082 80
26 3984 2
26 4016 40
26 4413 80
26 4942 77
26 5018 9
26 5072 38
26 5615 70
26 5798 46
26 5926 54
26 5941 91
27 346 86
27 1369 32
27 1445 18
27 1840 52
27 1891 10
27 1940 14
27 2333 91
27 3062 47
27 3528 8
27 4038 37
27 4426 61
27 4518 51
27 5050 77
27 5432 1
27 5475 27
28 42 90
28 92 93
28 920 61
28 1607 57
28 1877 29
28 1996 34
28 2101 91
28 2121 67
28 2326 42
28 2777 65
28 2927 60
28 2989 68
28 4022 86
28 4553 67
28 4561 93
28 4604 4
28 4864 17
28 4910 23
28 5003 35
28 5435 63
28 5478 6
28 5911 18
28 6188 85
28 6395 45
29 1125 4
29 1377 45
29 1588 100
29 1761 10
29 1766 26
29 2271 6
29 2912 66
29 3357 32
29 3363 54
29 3595 80
29 3689 3
29 4060 95
29 4247 85
29 4269 96
29 4391 34
29 4616 82
29 5544 81
29 5670 21
29 5881 36
29 6069 58
30 598 17
30 878 29
30 1091 43
30 1166 6
30 1380 68
30 1623 41
30 2501 14
30 2573 67
30 3625 59
30 3860 26
30 4125 67
30 4488 52
30 6228 43
31 48 53
31 250 16
31 458 48
31 753 59
31 1308 92
31 1812 46
31 2323 28
31 2415 62
31 2572 30
31 3182 8
31 3244 38
31 4907 56
31 5279 98
31 5835 74
31 6253 55
32 70 29
32 306 26
32 401 2
32 543 80
32 928 42
32 2970 16
32 3120 42
32 3451 68
32 3572 7
32 4778 67
32 4821 4
32 4823 70
32 4919 11
32 5524 32
32 5769 99
32 5921 49
32 6153 63
32 6177 14
32 6351 35
33 182 27
33 905 63
33 1617 36
33 2046 58
33 2274 54
33 2879 90
33 3062 46
33 4044 64
33 4224 80
33 4453 8
33 5146 33
33 5706 89
33 6327 30
34 59 75
34 420 64
34 758 52
34 971 29
34 993 85
34 1190 40
34 1305 41
34 1424 71
34 1690 36
34 2433 16
34 2508 78
34 3385 60
34 3386 74
34 3567 29
34 3932 69
34 4749 82
34 4787 40
34 4906 95
34 5194 10
34 5507 76
34 5681 67
34 6271 18
34 6296 11
35 214 38
35 721 72
35 1347 80
35 1947 13
35 2119 31
35 2236 23
35 2319 76
35 2449 4
35 2604 78
35 3207 87
35 3477 32
35 4176 92
35 4341 10
35 4413 42
35 5108 17
35 5154 24
35 5314 58
35 5553 75
35 5620 98
36 403 55
36 594 41
36 666 46
36 718 95
36 878 60
36 909 97
36 986 73
36 1297 97
36 1498 43
36 1601 54
36 1707 3
36 2395 32
36 2606 30
36 2648 22
36 2739 30
36 2812 61
36 2972 12
36 3173 52
36 3497 9
36 3504 14
36 4236 71
36 5241 28
36 5309 58
36 5591 93
36 5946 90
36 6207 20
37 687 50
37 981 13
37 1190 42
37 1351 78
37 1507 99
37 1847 70
37 2289 78
37 2328 18
37 2621 71
37 2833 73
37 3290 2
37 3435 20
37 3496 54
37 3538 66
37 3545 35
37 3831 3
37 4330 10
37 4344 75
37 4747 100
37 5440 62
37 5485 29
37 5573 4
37 5983 82
37 6031 62
37 6241 16
37 6400 90
38 55 89
38 161 23
38 371 48
38 385 5
38 568 69
38 847 88
38 1083 88
38 1191 1
38 1301 82
38 1327 65
38 2941 22
38 3749 30
38 3777 66
38 3941 45
38 3952 36
38 4420 53
38 5074 46
38 5692 4
38 5835 54
38 6045 85
38 6085 66
38 6116 60
39 139 98
39 268 7
39 367 74
39 1235 67
39 1721 98
39 2155 39
39 2376 89
39 2658 62
39 2974 24
39 3121 20
39 3692 42
39 4126 29
39 4440 23
39 4460 44
39 4503 28
39 4508 70
39 5717 23
39 5844 18
39 6085 44
39 6289 18
40 54 56
40 460 21
40 703 31
40 734 90
40 1152 97
40 1205 20
40 1256 64
40 1798 100
40 2025 13
40 2221 73
40 2788 100
40 2973 76
40 3541 96
40 3879 17
40 4107 85
40 4323 50
40 4430 23
40 4897 54
40 5118 13
40 5163 52
40 5164 43
40 5576 76
40 6035 86
41 665 43
41 1171 98
41 2833 4
41 3000 18
41 3732 44
41 3788 89
41 3872 10
41 4564 46
41 6332 46
42 186 53
42 271 20
42 389 43
42 427 63
42 736 32
42 1037 44
42 1718 35
42 1934 15
42 2137 60
42 2236 22
42 2968 13
42 3229 33
42 3700 24
42 4028 5
42 4284 47
42 5384 52
42 5436 59
42 5482 17
42 5894 43
42 6007 63
42 6053 31
43 513 32
43 694 65
43 858 21
43 1083 61
43 1629 13
43 1887 36
43 2108 95
43 2139 24
43 2319 25
43 3046 77
43 4101 68
43 5081 25
43 5096 48
43 5187 7
43 5538 57
43 6097 77
43 6123 67
43 6223 64
43 6239 36
43 6397 15
44 493 12
44 869 97
44 987 66
44 1196 85
44 1234 83
44 3048 29
44 3706 42
44 4222 9
44 4434 9
44 4703 6
44 5655 5
44 5966 73
44 6224 21
45 191 8
45 376 67
45 381 22
45 878 43
45 928 71
45 951 65
45 1184 1
45 1572 34
45 1675 47
45 2006 98
45 2670 28
45 3281 66
45 3489 33
45 3848 39
45 4294 10
45 4477 60
45 4668 44
45 4686 18
45 4730 16
45 4848 91
45 5549 58
45 6041 43
45 6165 68
46 92 8
46 97 67
46 284 99
46 555 94
46 589 21
46 745 35
46 967 49
46 1683 79
46 1699 1
46 1921 93
46 1963 82
46 2041 94
46 2084 77
46 2231 37
46 2633 74
46 2670 79
46 3260 47
46 3666 57
46 4160 75
46 4398 69
46 4868 50
46 5095 61
46 5145 81
46 5151 7
46 5638 60
46 5681 18
47 194 14
47 299 31
47 770 46
47 1431 20
47 1531 98
47 1775 34
47 1984 63
47 2094 82
47 2243 73
47 2773 35
47 2863 49
47 3193 18
47 3311 79
47 3376 19
47 3545 17
47 4260 79
47 4843 34
47 4845 85
47 5218 54
47 5586 99
47 6134 98
48 73 27
48 470 31
48 471 47
48 1306 81
48 1610 60
48 1633 9
48 1691 88
48 2369 31
48 3051 14
48 3114 87
48 3303 75
48 3433 92
48 3755 24
48 3770 48
48 3901 18
48 4023 66
48 4391 82
48 4795 58
48 4867 74
48 5619 4
48 5671 67
48 5825 9
48 6194 87
49 673 72
49 764 76
49 960 58
49 1127 7
49 1714 95
49 1841 79
49 1857 64
49 2194 75
49 2305 99
49 2566 65
49 2584 4
49 2698 98
49 2808 52
49 2946 56
49 3271 72
49 3939 83
49 4558 67
49 5018 6
49 6085 61
50 55 78
50 262 88
50 828 35
50 1438 21
50 1620 9
50 1990 100
50 2210 9
50 2532 75
50 2581 63
50 2897 28
50 3579 84
50 4853 1
50 4976 58
50 5569 86
50 5575 20
50 5605 79
50 5829 91
51 596 37
51 874 8
51 932 69
51 1180 19
51 1191 3
51 1486 23
51 2350 23
51 2599 26
51 2774 74
51 2966 38
51 3027 17
51 3636 20
51 3642 31
51 3704 15
51 3971 25
51 5016 93
51 5213 89
51 5400 59
51 5762 74
51 6116 2
51 6352 67
52 985 97
52 998 46
52 1160 20
52 1326 69
52 1370 2
52 1997 51
52 2729 74
52 2876 9
52 2951 45
52 3054 61
52 3057 86
52 3070 81
52 3340 7
52 3841 8
52 4667 70
52 4746 93
52 4773 88
52 4850 13
52 4896 37
52 5076 73
52 5477 99
52 5579 36
52 5885 76
52 6044 11
52 6261 30
53 367 70
53 505 46
53 1165 7
53 1199 34
53 1466 52
53 1686 16
53 1771 80
53 1797 89
53 3236 22
53 3733 85
53 4879 45
53 5371 39
53 5390 78
53 5540 88
53 5601 49
53 5681 41
53 5811 40
53 5891 34
53 6171 67
53 6328 13
53 6365 37
54 265 30
54 338 98
54 473 28
54 563 85
54 904 17
54 1302 60
54 1351 36
54 1535 27
54 1930 36
54 2523 91
54 2689 25
54 3262 26
54 3670 12
54 4387 95
54 4403 38
54 4424 31
54 4534 20
54 4729 32
54 5045 71
54 5358 46
54 5626 61
54 5675 88
54 5922 29
54 6364 47
55 378 58
55 665 97
55 823 66
55 1782 34
55 2159 34
55 2374 24
55 2378 38
55 2776 71
55 3009 66
55 3642 33
55 3933 83
55 4230 60
55 4381 70
55 4736 44
55 5191 22
55 5507 61
55 5582 45
55 5769 5
55 6129 31
55 6274 4
56 1032 42
56 1043 22
56 1550 32
56 1643 71
56 1843 22
56 2038 58
56 2260 12
56 2385 76
56 2790 72
56 2882 53
56 3197 9
56 4033 92
56 4262 49
56 5448 52
57 160 87
57 540 90
57 896 41
57 1073 98
57 1247 69
57 2372 57
57 2914 47
57 3477 33
57 3782 17
57 4010 44
57 4376 4
57 4610 26
57 4810 26
57 4909 9
57 5125 38
57 5547 6
58 224 78
58 1067 95
58 1774 22
58 1861 35
58 2213 77
58 2429 90
58 2451 60
58 2990 79
58 2992 82
58 4086 91
58 4224 74
58 4680 95
58 4698 83
58 4814 100
58 5361 13
58 5536 80
58 6201 54
59 236 97
59 253 61
59 876 97
59 1652 78
59 1901 21
59 2453 67
59 2463 72
59 2836 2
59 2863 28
59 3100 14
59 3105 21
59 3211 53
59 3586 63
59 3809 42
59 3933 56
59 4031 78
59 4092 51
59 4428 8
59 4686 22
59 4768 20
59 5196 71
59 5259 49
60 77 87
60 126 51
60 782 52
60 831 11
60 1166 71
60 1212 17
60 1372 12
60 1386 12
60 1398 96
60 1535 63
60 1568 41
60 2291 65
60 2322 30
60 2974 72
60 3283 9
60 3286 53
60 3759 92
60 3990 1
60 4975 6
60 5059 71
60 5449 86
60 5531 25
60 5605 53
60 5706 79
61 579 38
61 983 30
61 1362 43
61 1857 70
61 2080 65
61 2370 36
61 2945 76
61 3175 53
61 3198 80
61 3233 28
61 3416 20
61 3571 43
61 3999 71
61 4498 70
61 4541 62
61 4872 41
61 5033 55
61 5628 100
61 5836 49
61 5879 37
61 5932 46
61 6011 16
61 6166 31
62 1437 61
62 2525 73
62 2593 79
62 3096 7
62 3251 36
62 3620 96
62 3666 69
62 3766 98
62 3873 68
62 4388 32
62 4549 44
62 4761 84
62 4780 55
62 4806 36
62 5373 1
62 5655 83
63 514 97
63 782 9
63 830 74
63 897 91
63 929 81
63 1053 95
63 1222 26
63 1660 44
63 1680 14
63 1713 16
63 2749 37
63 3214 24
63 3256 58
63 3781 5
63 4197 7
63 4978 40
63 5169 23
63 5211 96
63 5384 83
63 6001 5
63 6383 47
64 131 82
64 2047 16
64 2354 99
64 2418 93
64 2538 28
64 3582 67
64 4520 23
64 5653 42
64 5755 9
64 6238 12
65 1655 53
65 2113 6
65 2317 49
65 3418 78
65 3970 93
65 3996 66
65 5589 80
65 6170 43
65 6195 93
65 6311 94
66 72 49
66 1964 5
66 2395 69
66 2541 37
66 2697 41
66 3474 14
66 3662 99
66 3740 79
66 3760 28
66 3773 79
66 3992 97
66 4277 12
66 4428 13
66 4783 18
66 5606 75
66 5721 34
67 306 89
67 349 46
67 1411 69
67 1428 36
67 1563 17
67 2175 98
67 2658 63
67 2742 98
67 2816 47
67 3072 37
67 4105 17
67 4676 95
67 4817 65
67 5050 88
67 5219 69
67 5348 33
67 5644 17
67 5981 23
67 6282 75
68 82 8
68 275 83
68 289 44
68 532 94
68 717 19
68 1059 33
68 1395 94
68 2121 42
68 2377 90
68 2386 90
68 2666 41
68 2734 75
68 2742 28
68 2905 56
68 4272 84
68 4304 10
68 4609 62
68 5157 3
68 5610 7
68 5625 89
68 5724 54
69 153 51
69 731 88
69 1100 56
69 1376 41
69 1404 61
69 1554 57
69 2148 82
69 2207 35
69 2272 27
69 2274 56
69 2651 81
69 3083 32
69 3943 4
69 5190 18
69 5196 50
69 5215 52
69 5221 42
69 5228 46
69 5422 91
69 6259 98
69 6349 9
70 130 93
70 208 87
70 575 99
70 1360 6
70 1503 55
70 1618 78
70 2339 90
70 2415 7
70 2490 86
70 2908 78
70 3446 71
70 3906 75
70 3915 38
70 3917 32
70 4021 70
70 4136 30
70 5860 19
71 661 99
71 705 42
71 1055 74
71 1914 97
71 2126 37
71 2522 21
71 2727 56
71 3845 27
71 4193 41
71 4223 18
71 4398 24
71 4410 7
71 4675 91
71 5136 61
71 5336 100
71 5706 86
71 5750 26
71 5953 21
71 6388 96
72 282 70
72 458 51
72 812 4
72 874 63
72 1806 4
72 2408 38
72 2433 57
72 2572 46
72 2590 19
72 3914 75
72 4363 49
72 4860 44
72 4994 91
72 6066 54
72 6170 3
72 6256 97
72 6369 73
73 92 44
73 206 88
73 281 89
73 992 86
73 1259 13
73 1360 32
73 1466 29
73 2291 56
73 2335 69
73 2383 11
73 3185 76
73 3462 56
73 3594 71
73 3622 95
73 3754 22
73 3960 100
73 3987 1
73 4065 64
73 4121 84
73 4244 14
73 4282 16
73 4549 93
73 4951 81
73 5098 97
73 5113 89
73 5723 97
73 5838 6
73 6100 5
74 203 66
74 312 12
74 522 83
74 1342 13
74 1533 99
74 2004 2
74 2458 62
74 2529 80
74 2601 86
74 2798 21
74 3085 82
74 3122 57
74 3273 72
74 3649 6
74 3670 65
74 3707 36
74 3806 5
74 3936 94
74 4486 100
74 5427 14
74 6111 29
75 533 94
75 1020 61
75 1339 92
75 1715 26
75 2604 77
75 2935 6
75 3981 3
75 5242 20
75 5731 21
75 5756 55
75 5822 6
75 5938 55
75 6017 68
75 6057 67
75 6077 74
75 6125 53
76 105 78
76 811 44
76 1023 66
76 1261 74
76 1792 49
76 2042 93
76 2256 96
76 2390 75
76 2939 35
76 3103 7
76 3119 94
76 3158 35
76 3345 51
76 3391 49
76 3489 30
76 3631 23
76 4174 6
76 4397 100
76 4671 14
76 5122 61
76 5292 89
76 5331 100
76 5617 83
76 5975 15
76 6100 87
77 171 43
77 908 13
77 934 35
77 1167 59
77 1171 92
77 1486 9
77 1579 36
77 2190 90
77 2375 24
77 2524 37
77 2684 83
77 3381 44
77 3452 71
77 3879 17
77 4736 61
77 4772 27
77 5088 10
77 5808 43
77 5826 6
78 88 61
78 307 23
78 502 8
78 626 42
78 649 18
78 797 18
78 1148 59
78 1383 99
78 1496 56
78 1597 54
78 2102 48
78 2195 55
78 2475 29
78 3182 64
78 3851 80
78 3953 40
78 4477 97
78 5344 45
78 5765 63
78 6007 95
78 6094 49
79 224 2
79 303 74
79 367 75
79 517 38
79 1052 81
79 1107 68
79 1444 95
79 1467 42
79 1687 94
79 1765 74
79 2191 40
79 2508 52
79 2594 93
79 2889 54
79 3947 75
79 4001 25
79 4328 64
79 4618 90
79 6034 67
79 6060 51
79 6107 98
79 6350 38
80 527 63
80 1014 11
80 1990 34
80 2375 12
80 3520 76
80 3549 42
80 3667 53
80 3830 15
80 4114 80
80 4182 71
80 4240 1
80 4356 20
80 4939 70
80 5346 46
80 5722 12
80 5874 59
80 5920 5
80 6175 94
81 140 55
81 439 99
81 826 98
81 867 98
81 1257 91
81 1544 36
81 1554 1
81 1696 59
81 1705 53
81 1859 69
81 3085 93
81 3340 32
81 3525 8
81 3615 36
81 3743 34
81 3808 50
81 3957 3
81 3972 75
81 4560 45
81 4741 28
81 5134 80
81 5336 2
81 5562 14
81 5570 92
81 5765 60
82 337 10
82 342 34
82 841 47
82 951 74
82 1473 15
82 1622 60
82 1906 2
82 2994 98
82 2999 84
82 3320 9
82 3683 42
82 4240 87
82 5036 4
82 5415 41
82 5454 72
82 5486 69
82 5747 23
82 6097 62
82 6202 93
83 570 35
83 1231 70
83 1574 100
83 1680 75
83 2098 50
83 2708 39
83 2723 55
83 3156 30
83 3204 79
83 3294 13
83 3656 86
83 4627 70
83 4991 34
83 5674 86
83 5982 3
84 125 69
84 980 61
84 1011 81
84 1239 68
84 1504 97
84 1925 43
84 2028 64
84 2130 92
84 2694 56
84 2740 74
84 2910 100
84 3840 84
84 4463 67
84 4911 57
84 4958 6
84 5253 94
84 5791 99
84 6127 87
84 6227 42
84 6391 83
85 528 97
85 704 56
85 1454 82
85 1492 25
85 1671 11
85 1754 24
85 1840 80
85 2035 43
85 2696 58
85 3026 81
85 3428 50
85 3488 24
85 3604 55
85 4720 83
85 5041 84
85 5074 13
85 5080 43
85 5350 6
85 5529 75
86 313 32
86 704 95
86 853 93
86 1299 97
86 1535 55
86 1578 26
86 2541 95
86 3099 1
86 3408 43
86 3505 32
86 3614 89
86 3755 10
86 3836 51
86 3988 31
86 4130 30
86 4368 72
86 4379 66
86 4506 58
86 4818 54
86 5050 21
86 5884 49
87 125 38
87 368 98
87 898 13
87 1324 73
87 1663 98
87 2016 11
87 2397 62
87 3477 18
87 3554 17
87 3849 2
87 4035 30
87 4132 51
87 4628 45
87 4645 11
87 4656 20
87 4659 88
87 4685 96
87 5114 18
87 5571 46
88 1616 5
88 1643 32
88 1688 60
88 1701 69
88 1725 2
88 2547 19
88 2753 99
88 3245 49
88 3526 4
88 3555 17
88 3804 8
88 3985 92
88 4415 32
88 4581 40
88 4809 52
88 5472 20
88 5968 15
88 6356 28
89 181 22
89 786 12
89 968 85
89 1281 77
89 1826 5
89 2483 6
89 2739 71
89 2744 24
89 2997 15
89 3967 3
89 4498 73
89 4514 26
89 4720 63
89 5199 40
89 5247 15
89 5330 53
89 5728 22
90 126 20
90 173 42
90 1450 43
90 1461 76
90 1639 82
90 3214 96
90 3350 31
90 3620 89
90 4222 70
90 4331 15
90 4732 50
90 5574 69
90 5780 62
90 5789 17
91 292 31
91 446 33
91 1001 43
91 1574 4
91 1644 24
91 1755 27
91 2164 97
91 2222 67
91 3143 21
91 3369 5
91 3517 98
91 3761 81
91 3908 1
91 4469 86
91 5335 59
91 5746 15
91 5856 9
91 6221 97
91 6381 71
92 587 95
92 843 15
92 869 92
92 888 77
92 980 49
92 1652 85
92 1693 31
92 2786 16
92 3421 86
92 3443 87
92 3694 68
92 4150 24
92 4156 55
92 4318 52
92 4656 40
92 5100 33
92 5290 12
92 5933 54
92 6000 45
92 6181 88
93 303 48
93 1620 37
93 3599 89
93 3811 38
93 4543 49
93 4901 64
93 5013 84
93 5356 72
93 5654 66
93 5779 67
93 5923 50
94 341 53
94 1019 48
94 1025 84
94 1514 86
94 1925 76
94 2436 72
94 2642 62
94 2661 56
94 3168 47
94 3470 56
94 3803 38
94 4418 61
94 4538 12
94 4594 53
94 4927 71
94 5117 98
94 5134 52
94 5286 17
94 5789 7
94 5929 65
95 321 98
95 523 13
95 1429 31
95 1993 61
95 2005 32
95 3044 63
95 3111 26
95 3335 7
95 3361 17
95 3440 88
95 3637 91
95 3812 51
95 3913 10
95 4524 67
95 5065 69
95 5281 15
95 5564 55
95 5611 90
95 5934 32
95 6249 62
95 6290 20
96 416 57
96 512 80
96 553 67
96 1264 8
96 1291 80
96 1624 74
96 2312 57
96 3004 5
96 3204 23
96 3259 47
96 3447 84
96 3462 86
96 3663 73
96 4098 61
96 4415 35
96 4771 9
96 4921 15
96 5000 99
96 5700 12
96 6078 73
96 6191 4
96 6270 53
97 158 58
97 213 75
97 299 3
97 966 31
97 3082 21
97 3671 51
97 3835 84
97 4370 30
97 5128 30
97 5603 13
97 5781 24
97 5953 78
97 6275 100
97 6352 78
98 183 17
98 283 98
98 422 2
98 544 28
98 1018 99
98 1108 15
98 1263 4
98 1655 43
98 1722 42
98 1906 100
98 1926 12
98 2012 90
98 2111 40
98 2565 5
98 2832 21
98 3495 86
98 3504 44
98 3534 64
98 4972 9
98 5221 67
98 5233 12
98 5394 60
98 5659 60
98 5803 4
98 6038 36
98 6352 65
99 141 88
99 234 60
99 584 79
99 704 64
99 929 25
99 1024 52
99 1096 77
99 1111 61
99 1139 64
99 1618 36
99 1933 20
99 2886 25
99 3277 53
99 3661 33
99 3972 82
99 4211 47
99 4607 88
99 4657 93
99 4982 39
99 5025 63
99 5207 86
99 5569 23
99 5666 32
99 6081 73
99 6086 74
100 168 12
100 645 28
100 848 31
100 1013 50
100 1221 64
100 1279 84
100 2122 85
100 2128 34
100 2207 42
100 2572 72
100 2642 88
100 2686 50
100 2987 94
100 3469 75
100 3677 77
100 4120 7
100 4250 38
100 4568 53
101 320 31
101 1269 2
101 1637 30
101 1708 4
101 1868 1
101 2100 85
101 2522 23
101 2698 22
101 2821 47
101 2825 14
101 3006 52
101 3429 92
101 3433 75
101 3503 16
101 3505 27
101 3721 5
101 3857 72
101 4240 28
101 4929 26
101 5216 39
101 5311 3
101 5347 12
101 5599 94
101 5981 89
101 6136 38
102 134 53
102 278 83
102 908 87
102 1257 64
102 1351 61
102 1680 61
102 2151 64
102 2775 97
102 3143 48
102 3228 49
102 3356 92
102 3417 52
102 3970 82
102 4190 51
102 4262 28
102 4374 81
102 4523 19
102 4584 30
102 4896 32
102 5193 59
102 5659 95
102 6261 67
103 140 18
103 165 34
103 505 64
103 821 19
103 1233 51
103 1397 97
103 1671 52
103 1693 12
103 1838 16
103 2175 62
103 2383 68
103 2527 80
103 4033 50
103 4148 16
103 4162 34
103 4214 73
103 4606 3
103 4614 11
103 4817 50
103 5392 92
103 5504 54
103 5972 92
104 689 60
104 749 67
104 915 28
104 1066 90
104 1146 88
104 1223 85
