64 640
24 30 16
24 32 81
24 38 81
24 41 93
24 43 10
24 44 76
24 47 15
24 51 39
24 61 32
24 62 42
25 33 34
25 36 50
25 38 42
25 42 4
25 45 97
25 49 22
25 55 13
25 56 65
25 0 63
26 27 16
26 28 37
26 31 19
26 33 67
26 38 32
26 39 70
26 40 98
26 41 73
26 44 61
26 46 38
26 49 73
26 51 51
26 52 17
26 57 99
26 59 40
26 61 20
27 29 37
27 31 73
27 36 64
27 38 26
27 42 29
27 43 26
27 44 14
27 47 27
27 48 91
27 56 30
27 60 85
27 63 11
28 30 55
28 31 71
28 32 21
28 33 81
28 36 77
28 37 67
28 38 15
28 39 8
28 44 59
28 49 34
28 51 16
28 53 44
28 56 32
28 57 27
28 63 95
28 0 36
29 34 17
29 36 2
29 38 85
29 41 56
29 47 90
29 49 73
29 54 81
29 56 98
29 60 39
29 61 8
30 31 98
30 32 6
30 34 36
30 45 20
30 46 43
30 53 63
30 54 42
30 55 22
30 58 30
30 59 32
30 62 58
31 33 42
31 38 97
31 39 11
31 41 29
31 42 45
31 43 79
31 46 81
31 51 96
31 62 40
32 33 5
32 35 47
32 36 62
32 37 62
32 39 77
32 44 5
32 46 59
32 47 31
32 49 98
32 50 30
32 53 10
32 55 28
32 57 79
32 58 97
32 59 21
32 62 41
33 37 42
33 40 90
33 46 5
33 56 85
33 60 98
34 35 99
34 37 60
34 42 14
34 46 65
34 48 66
34 49 68
34 56 79
34 60 78
34 61 97
35 38 96
35 42 71
35 44 10
35 47 83
35 51 57
35 52 45
35 58 31
35 59 38
35 61 25
35 62 40
35 63 5
36 40 4
36 44 70
36 54 9
36 58 27
36 0 59
37 38 51
37 41 28
37 45 57
37 49 93
37 50 51
37 53 42
37 56 89
37 57 22
37 58 12
37 59 26
38 39 74
38 40 36
38 41 63
38 50 99
38 51 96
38 54 83
38 55 94
38 60 70
38 62 94
39 43 78
39 44 1
39 46 56
39 49 41
39 50 14
40 44 38
40 45 12
40 46 46
40 47 97
40 49 4
40 50 89
40 52 12
40 53 69
40 59 37
41 44 73
41 46 52
41 56 15
41 57 42
42 43 93
42 46 32
42 56 47
42 57 26
42 58 45
42 59 72
42 60 57
43 53 29
43 59 76
43 60 91
43 62 89
44 48 80
44 51 64
44 52 39
44 59 74
45 47 33
45 58 65
45 0 84
46 50 17
46 52 70
46 57 95
46 59 25
46 62 27
46 63 52
47 49 17
47 58 39
48 49 61
48 51 56
48 52 81
48 53 70
48 55 58
48 56 80
48 57 72
48 59 54
48 60 87
48 61 68
48 62 26
48 63 59
49 51 71
49 53 21
49 54 38
49 56 35
49 61 33
49 63 9
50 52 87
50 57 7
51 54 93
51 57 79
51 61 17
51 63 43
51 0 39
52 55 20
52 56 15
52 57 93
52 58 8
52 63 17
53 58 57
53 61 18
54 56 5
54 60 63
54 62 13
54 0 43
55 57 18
55 60 88
55 62 64
56 57 54
56 61 44
57 58 60
57 63 9
58 61 49
58 62 7
60 61 9
60 0 22
